Count of Victims,Age Group,Sex,Method of Killing,Domestic Abuse,Recorded Date,Homicide Offence Type,Solved Status,Borough,Officer Observed Ethnicity,Month,Year
1,55 to 64,Male,Other Methods Of Killing,Not Domestic Abuse,Jul-19,Murder,Solved,Islington,White,Jul,2019
1,55 to 64,Female,Other Methods Of Killing,Not Domestic Abuse,Oct-19,Murder,Solved,Islington,Black,Oct,2019
1,13 to 19,Male,Shooting,Not Domestic Abuse,Feb-19,Murder,Solved,Haringey,Black,Feb,2019
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-19,Murder,Solved,Haringey,White,Jun,2019
1,65 and over,Female,Blunt Implement,Not Domestic Abuse,Aug-19,Murder,Solved,Haringey,White,Aug,2019
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-19,Murder,Solved,Ealing,Black,Aug,2019
1,25 to 34,Male,Shooting,Not Domestic Abuse,Sep-19,Murder,Solved,Haringey,White,Sep,2019
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-19,Murder,Solved,Haringey,White,Dec,2019
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,Jan-19,Murder,Solved,Ealing,White,Jan,2019
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-19,Murder,Solved,Southwark,Black,Feb,2019
1,0 to 12,Female,Not known/Not Recorded ,Not Domestic Abuse,Apr-19,Murder,Unsolved,Southwark,Black,Apr,2019
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,May-19,Murder,Solved,Ealing,Black,May,2019
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-19,Murder,Solved,Southwark,Black,Jun,2019
1,0 to 12,Male,Not known/Not Recorded ,Not Domestic Abuse,Jul-19,Murder,Solved,Southwark,Not Reported/Not Known,Jul,2019
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-19,Murder,Solved,Southwark,Black,Oct,2019
1,35 to 44 ,Female,Other Methods Of Killing,Domestic Abuse,Oct-19,Murder,Unsolved,Southwark,White,Oct,2019
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,May-19,Murder,Solved,Lewisham,Not Reported/Not Known,May,2019
1,55 to 64,Female,Not known/Not Recorded ,Not Domestic Abuse,Jun-19,Murder,Unsolved,Lewisham,White,Jun,2019
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-19,Murder,Solved,Lewisham,Black,Dec,2019
1,55 to 64,Female,Blunt Implement,Not Domestic Abuse,Jul-19,Murder,Solved,Bromley,White,Jul,2019
1,13 to 19,Male,Shooting,Not Domestic Abuse,Jun-19,Murder,Unsolved,Greenwich,Black,Jun,2019
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-19,Murder,Solved,Greenwich,Black,Jul,2019
1,45 to 54,Female,Knife or Sharp Implement,Not Domestic Abuse,Oct-19,Murder,Unsolved,Greenwich,White,Oct,2019
1,25 to 34,Male,Other Methods Of Killing,Not Domestic Abuse,Oct-19,Murder,Solved,Greenwich,White,Oct,2019
1,0 to 12,Female,"Physical Assault, no weapon",Not Domestic Abuse,Mar-19,Murder,Solved,Croydon,White,Mar,2019
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,Jun-19,Murder,Solved,Croydon,Black,Jun,2019
1,0 to 12,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-19,Murder,Solved,Croydon,Black,Jul,2019
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-19,Murder,Unsolved,Croydon,Black,Jul,2019
1,0 to 12,Male,"Physical Assault, no weapon",Not Domestic Abuse,Oct-19,Murder,Solved,Croydon,Black,Oct,2019
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-19,Murder,Solved,Croydon,Black,Dec,2019
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-19,Murder,Solved,Croydon,White,Dec,2019
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-19,Murder,Solved,Bexley,White,Oct,2019
1,45 to 54,Male,Other Methods Of Killing,Not Domestic Abuse,Dec-19,Murder,Unsolved,Bexley,White,Dec,2019
1,35 to 44 ,Female,"Physical Assault, no weapon",Domestic Abuse,Jan-19,Murder,Solved,Tower Hamlets,Asian,Jan,2019
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,Jan-19,Murder,Solved,Tower Hamlets,Asian,Jan,2019
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-19,Murder,Solved,Tower Hamlets,White,Feb,2019
1,35 to 44 ,Female,Blunt Implement,Domestic Abuse,Apr-19,Murder,Solved,Tower Hamlets,White,Apr,2019
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,May-19,Murder,Solved,Tower Hamlets,Asian,May,2019
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-19,Murder,Solved,Tower Hamlets,White,Jun,2019
1,35 to 44 ,Male,Shooting,Not Domestic Abuse,Nov-19,Murder,Solved,Tower Hamlets,Asian,Nov,2019
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-19,Murder,Solved,Tower Hamlets,Black,Nov,2019
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-19,Murder,Solved,Redbridge,Black,Feb,2019
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-19,Murder,Unsolved,Redbridge,Black,Apr,2019
1,35 to 44 ,Male,Other Methods Of Killing,Not Domestic Abuse,Jun-19,Murder,Solved,Redbridge,White,Jun,2019
1,0 to 12,Female,"Physical Assault, no weapon",Not Domestic Abuse,Sep-19,Murder,Solved,Redbridge,Asian,Sep,2019
1,55 to 64,Male,Blunt Implement,Not Domestic Abuse,Nov-19,Murder,Solved,Redbridge,White,Nov,2019
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-19,Murder,Solved,Redbridge,Asian,Nov,2019
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-19,Murder,Solved,Redbridge,Black,Nov,2019
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-19,Murder,Solved,Hackney,Black,Apr,2019
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-19,Murder,Solved,Hackney,Black,Apr,2019
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,May-19,Murder,Solved,Hackney,Black,May,2019
1,35 to 44 ,Female,Blunt Implement,Not Domestic Abuse,Aug-19,Murder,Solved,Hackney,Black,Aug,2019
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-19,Murder,Solved,Hackney,Black,Dec,2019
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-19,Murder,Solved,Waltham Forest,Black,Jan,2019
1,65 and over,Male,Blunt Implement,Not Domestic Abuse,Feb-19,Murder,Unsolved,Waltham Forest,White,Feb,2019
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-19,Murder,Solved,Waltham Forest,White,Mar,2019
1,55 to 64,Male,"Physical Assault, no weapon",Not Domestic Abuse,Apr-19,Murder,Solved,Waltham Forest,Black,Apr,2019
1,45 to 54,Male,Other Methods Of Killing,Not Domestic Abuse,May-19,Murder,Solved,Waltham Forest,White,May,2019
1,25 to 34,Male,Shooting,Not Domestic Abuse,Jul-19,Murder,Solved,Waltham Forest,White,Jul,2019
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-19,Murder,Solved,Waltham Forest,White,Dec,2019
1,45 to 54,Male,Knife or Sharp Implement,Domestic Abuse,Dec-19,Murder,Solved,Barking & Dagenham,White,Dec,2019
1,65 and over,Male,Not known/Not Recorded ,Not Domestic Abuse,May-19,Murder,Unsolved,Enfield,White,May,2019
1,20 to 24,Male,Shooting,Not Domestic Abuse,Jul-19,Murder,Unsolved,Enfield,Black,Jul,2019
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-19,Murder,Solved,Enfield,Black,Sep,2019
1,45 to 54,Female,Knife or Sharp Implement,Domestic Abuse,Sep-19,Murder,Solved,Enfield,Black,Sep,2019
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-19,Murder,Solved,Enfield,Black,Oct,2019
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-19,Murder,Unsolved,Newham,Asian,Apr,2019
1,35 to 44 ,Female,Blunt Implement,Not Domestic Abuse,Apr-19,Murder,Solved,Newham,Asian,Apr,2019
1,25 to 34,Female,Blunt Implement,Not Domestic Abuse,Apr-19,Murder,Solved,Newham,White,Apr,2019
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,May-19,Murder,Unsolved,Newham,White,May,2019
1,55 to 64,Male,Other Methods Of Killing,Not Domestic Abuse,May-19,Murder,Solved,Newham,White,May,2019
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-19,Murder,Solved,Newham,White,Jun,2019
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-19,Murder,Solved,Newham,Asian,Jun,2019
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-19,Murder,Solved,Ealing,White,Aug,2019
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-19,Murder,Solved,Newham,Black,Sep,2019
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-19,Murder,Solved,Newham,Black,Oct,2019
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-19,Murder,Solved,Newham,Black,Dec,2019
1,35 to 44 ,Female,"Physical Assault, no weapon",Domestic Abuse,Jan-19,Murder,Unsolved,Havering,Black,Jan,2019
1,13 to 19,Female,Knife or Sharp Implement,Not Domestic Abuse,Mar-19,Murder,Solved,Havering,White,Mar,2019
1,65 and over,Male,"Physical Assault, no weapon",Not Domestic Abuse,Jun-19,Manslaughter,Unsolved,Havering,White,Jun,2019
1,25 to 34,Female,Knife or Sharp Implement,Not Domestic Abuse,Aug-19,Murder,Unsolved,Redbridge,White,Aug,2019
1,35 to 44 ,Male,Not known/Not Recorded ,Not Domestic Abuse,Dec-19,Murder,Unsolved,Ealing,White,Dec,2019
1,65 and over,Female,Not known/Not Recorded ,Not Domestic Abuse,Mar-19,Murder,Solved,Kensington & Chelsea,White,Mar,2019
1,65 and over,Female,Knife or Sharp Implement,Domestic Abuse,May-19,Murder,Solved,Kensington & Chelsea,White,May,2019
1,65 and over,Male,Knife or Sharp Implement,Domestic Abuse,May-19,Murder,Solved,Ealing,White,May,2019
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-19,Murder,Solved,Kensington & Chelsea,Other,Dec,2019
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-19,Murder,Solved,Hammersmith & Fulham,Black,Mar,2019
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-19,Murder,Solved,Hammersmith & Fulham,Black,Mar,2019
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-19,Murder,Solved,Hammersmith & Fulham,Black,Jun,2019
1,35 to 44 ,Male,Other Methods Of Killing,Not Domestic Abuse,Jun-19,Murder,Solved,Hammersmith & Fulham,White,Jun,2019
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-19,Murder,Solved,Ealing,Black,Aug,2019
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-19,Murder,Solved,Westminster,White,Jan,2019
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-19,Murder,Solved,Westminster,Black,Mar,2019
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-19,Murder,Solved,Westminster,White,Mar,2019
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-19,Murder,Solved,Westminster,Other,Sep,2019
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-20,Murder,Solved,Wandsworth,White,Apr,2020
1,45 to 54,Male,"Physical Assault, no weapon",Not Domestic Abuse,May-20,Manslaughter,Solved,Wandsworth,White,May,2020
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-20,Murder,Solved,Wandsworth,White,Oct,2020
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-20,Murder,Solved,Kingston Upon Thames,Not Reported/Not Known,Feb,2020
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-20,Murder,Solved,Ealing,Black,Oct,2020
1,45 to 54,Female,"Physical Assault, no weapon",Domestic Abuse,Oct-20,Murder,Solved,Kingston Upon Thames,White,Oct,2020
1,65 and over,Male,Blunt Implement,Not Domestic Abuse,Jul-20,Murder,Solved,Hounslow,Not Reported/Not Known,Jul,2020
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-20,Murder,Solved,Hounslow,Asian,Jul,2020
1,35 to 44 ,Female,Knife or Sharp Implement,Domestic Abuse,Oct-20,Murder,Unsolved,Ealing,Asian,Oct,2020
1,0 to 12,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-20,Murder,Unsolved,Hounslow,Asian,Oct,2020
1,0 to 12,Female,Other Methods Of Killing,Not Domestic Abuse,Dec-20,Murder,Unsolved,Hounslow,Asian,Dec,2020
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-20,Murder,Solved,Richmond Upon Thames,White,Jan,2020
1,65 and over,Male,"Physical Assault, no weapon",Not Domestic Abuse,Aug-20,Murder,Unsolved,Richmond Upon Thames,White,Aug,2020
1,25 to 34,Male,"Physical Assault, no weapon",Not Domestic Abuse,Mar-20,Murder,Solved,Hillingdon,White,Mar,2020
1,35 to 44 ,Male,"Physical Assault, no weapon",Not Domestic Abuse,Apr-20,Murder,Solved,Hillingdon,Asian,Apr,2020
1,20 to 24,Male,Shooting,Not Domestic Abuse,Oct-20,Murder,Solved,Hillingdon,Black,Oct,2020
1,65 and over,Female,Knife or Sharp Implement,Not Domestic Abuse,Apr-20,Murder,Solved,Ealing,White,Apr,2020
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-20,Murder,Solved,Lambeth,White,Apr,2020
1,0 to 12,Female,Not known/Not Recorded ,Not Domestic Abuse,May-20,Murder,Solved,Lambeth,Black,May,2020
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-20,Murder,Solved,Lambeth,Black,Jul,2020
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-20,Murder,Solved,Lambeth,Black,Aug,2020
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-20,Murder,Solved,Lambeth,Black,Sep,2020
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-20,Murder,Solved,Lambeth,Not Reported/Not Known,Nov,2020
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,Dec-20,Murder,Solved,Lambeth,Asian,Dec,2020
1,0 to 12,Female,Knife or Sharp Implement,Not Domestic Abuse,Jun-20,Murder,Solved,Merton,Asian,Jun,2020
1,20 to 24,Male,Shooting,Not Domestic Abuse,Sep-20,Murder,Solved,Merton,Black,Sep,2020
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-20,Murder,Solved,Brent,Black,Feb,2020
1,35 to 44 ,Female,Other Methods Of Killing,Domestic Abuse,Apr-20,Murder,Solved,Brent,Black,Apr,2020
1,25 to 34,Female,Knife or Sharp Implement,Not Domestic Abuse,Jun-20,Murder,Solved,Brent,Black,Jun,2020
1,45 to 54,Female,Knife or Sharp Implement,Not Domestic Abuse,Jun-20,Murder,Solved,Brent,Black,Jun,2020
1,25 to 34,Male,Shooting,Not Domestic Abuse,Jul-20,Murder,Solved,Ealing,White,Jul,2020
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-20,Murder,Solved,Brent,White,Jul,2020
1,0 to 12,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-20,Murder,Solved,Brent,White,Jul,2020
1,25 to 34,Male,Shooting,Not Domestic Abuse,Aug-20,Murder,Unsolved,Brent,Black,Aug,2020
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-20,Murder,Solved,Brent,Black,Sep,2020
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-20,Murder,Solved,Brent,Black,Nov,2020
1,45 to 54,Female,Other Methods Of Killing,Not Domestic Abuse,Jan-20,Murder,Solved,Barnet,Asian,Jan,2020
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-20,Murder,Solved,Harrow,Asian,Aug,2020
1,0 to 12,Female,Other Methods Of Killing,Not Domestic Abuse,Oct-20,Manslaughter,Solved,Harrow,Asian,Oct,2020
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-20,Murder,Solved,Harrow,Black,Dec,2020
1,55 to 64,Male,Blunt Implement,Not Domestic Abuse,Jul-20,Murder,Solved,Camden,Black,Jul,2020
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-20,Murder,Solved,Barnet,Black,Mar,2020
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-20,Murder,Solved,Barnet,Black,Sep,2020
1,0 to 12,Male,Other Methods Of Killing,Not Domestic Abuse,Jan-20,Infanticide,Unsolved,Ealing,Black,Jan,2020
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-20,Murder,Solved,Ealing,White,Mar,2020
1,55 to 64,Male,Knife or Sharp Implement,Domestic Abuse,Jul-20,Murder,Solved,Ealing,Black,Jul,2020
1,0 to 12,Male,"Physical Assault, no weapon",Not Domestic Abuse,Aug-20,Murder,Solved,Ealing,White,Aug,2020
1,55 to 64,Male,"Physical Assault, no weapon",Not Domestic Abuse,Aug-20,Manslaughter,Solved,Ealing,Black,Aug,2020
1,55 to 64,Female,Knife or Sharp Implement,Domestic Abuse,Nov-20,Murder,Solved,Ealing,Asian,Nov,2020
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-20,Murder,Solved,Islington,White,Jan,2020
1,65 and over,Male,Blunt Implement,Not Domestic Abuse,May-20,Murder,Solved,Ealing,White,May,2020
1,20 to 24,Male,Shooting,Not Domestic Abuse,Jul-20,Murder,Solved,Islington,Black,Jul,2020
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-20,Murder,Solved,Islington,Black,Sep,2020
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,May-20,Murder,Solved,Haringey,Black,May,2020
1,25 to 34,Male,Shooting,Not Domestic Abuse,May-20,Murder,Solved,Haringey,Black,May,2020
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-20,Murder,Solved,Haringey,White,Jun,2020
1,45 to 54,Male,"Physical Assault, no weapon",Not Domestic Abuse,Feb-20,Manslaughter,Solved,Southwark,White,Feb,2020
1,65 and over,Female,Blunt Implement,Domestic Abuse,Mar-20,Murder,Solved,Ealing,Black,Mar,2020
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,May-20,Murder,Solved,Southwark,Black,May,2020
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-20,Murder,Solved,Southwark,Black,Jul,2020
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-20,Murder,Solved,Southwark,Black,Nov,2020
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-20,Murder,Solved,Lewisham,Asian,Mar,2020
1,55 to 64,Female,Knife or Sharp Implement,Domestic Abuse,Jun-20,Murder,Solved,Lewisham,Black,Jun,2020
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-20,Murder,Solved,Lewisham,Black,Sep,2020
1,35 to 44 ,Male,Shooting,Not Domestic Abuse,Jul-20,Murder,Solved,Bromley,White,Jul,2020
1,25 to 34,Male,Other Methods Of Killing,Not Domestic Abuse,Jul-20,Murder,Solved,Ealing,White,Jul,2020
1,35 to 44 ,Male,Blunt Implement,Not Domestic Abuse,Feb-20,Murder,Solved,Greenwich,Asian,Feb,2020
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-20,Murder,Solved,Greenwich,White,Mar,2020
1,20 to 24,Female,Knife or Sharp Implement,Domestic Abuse,Jul-20,Murder,Solved,Greenwich,White,Jul,2020
1,35 to 44 ,Female,Blunt Implement,Domestic Abuse,Oct-20,Murder,Solved,Greenwich,White,Oct,2020
1,55 to 64,Male,"Physical Assault, no weapon",Not Domestic Abuse,Dec-20,Manslaughter,Solved,Ealing,White,Dec,2020
1,0 to 12,Male,Other Methods Of Killing,Not Domestic Abuse,Dec-20,Murder,Solved,Greenwich,Black,Dec,2020
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-20,Murder,Solved,Croydon,White,Jan,2020
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-20,Murder,Solved,Croydon,Black,Feb,2020
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-20,Murder,Solved,Croydon,Black,Mar,2020
1,45 to 54,Male,Shooting,Not Domestic Abuse,Sep-20,Murder,Solved,Croydon,White,Sep,2020
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-20,Murder,Solved,Ealing,White,Oct,2020
1,25 to 34,Male,Knife or Sharp Implement,Domestic Abuse,Oct-20,Murder,Solved,Croydon,Black,Oct,2020
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-20,Murder,Solved,Croydon,White,Nov,2020
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,Dec-20,Murder,Solved,Croydon,White,Dec,2020
1,35 to 44 ,Male,"Physical Assault, no weapon",Not Domestic Abuse,Jun-20,Murder,Solved,Bexley,White,Jun,2020
1,0 to 12,Male,Not known/Not Recorded ,Not Domestic Abuse,Jul-20,Murder,Unsolved,Bexley,White,Jul,2020
1,65 and over,Female,Knife or Sharp Implement,Domestic Abuse,Sep-20,Murder,Solved,Bexley,White,Sep,2020
1,25 to 34,Male,Shooting,Not Domestic Abuse,Jun-20,Murder,Solved,Ealing,Black,Jun,2020
1,35 to 44 ,Female,Other Methods Of Killing,Not Domestic Abuse,Jul-20,Murder,Solved,Sutton,White,Jul,2020
1,65 and over,Male,Other Methods Of Killing,Not Domestic Abuse,Jul-20,Manslaughter,Solved,Tower Hamlets,White,Jul,2020
1,0 to 12,Male,Other Methods Of Killing,Not Domestic Abuse,Aug-20,Murder,Unsolved,Tower Hamlets,White,Aug,2020
1,45 to 54,Male,"Physical Assault, no weapon",Not Domestic Abuse,Dec-20,Manslaughter,Solved,Ealing,White,Dec,2020
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-20,Murder,Unsolved,Redbridge,Asian,Jan,2020
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-20,Murder,Unsolved,Redbridge,Asian,Jan,2020
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-20,Murder,Unsolved,Redbridge,Asian,Jan,2020
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-20,Murder,Solved,Redbridge,Black,Mar,2020
1,0 to 12,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-20,Murder,Solved,Redbridge,Asian,Apr,2020
1,0 to 12,Female,Knife or Sharp Implement,Not Domestic Abuse,Apr-20,Murder,Solved,Redbridge,Asian,Apr,2020
1,35 to 44 ,Male,"Physical Assault, no weapon",Domestic Abuse,May-20,Manslaughter,Unsolved,Redbridge,Black,May,2020
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-20,Murder,Solved,Ealing,White,Oct,2020
1,25 to 34,Male,Shooting,Not Domestic Abuse,Nov-20,Murder,Solved,Redbridge,Black,Nov,2020
1,65 and over,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-20,Murder,Solved,Hackney,White,Jan,2020
1,55 to 64,Female,Blunt Implement,Domestic Abuse,Mar-20,Murder,Solved,Hackney,White,Mar,2020
1,25 to 34,Male,"Physical Assault, no weapon",Not Domestic Abuse,Apr-20,Murder,Solved,Hackney,Black,Apr,2020
1,20 to 24,Male,Shooting,Not Domestic Abuse,Jun-20,Murder,Unsolved,Hackney,Black,Jun,2020
1,65 and over,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-20,Murder,Solved,Hackney,Asian,Sep,2020
1,55 to 64,Male,"Physical Assault, no weapon",Domestic Abuse,Nov-20,Manslaughter,Solved,Hackney,Asian,Nov,2020
1,55 to 64,Female,Blunt Implement,Domestic Abuse,Jan-20,Murder,Solved,Ealing,White,Jan,2020
1,35 to 44 ,Female,Knife or Sharp Implement,Domestic Abuse,Feb-20,Murder,Solved,Waltham Forest,Asian,Feb,2020
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-20,Murder,Solved,Waltham Forest,White,Apr,2020
1,55 to 64,Male,Not known/Not Recorded ,Not Domestic Abuse,Apr-20,Murder,Unsolved,Waltham Forest,White,Apr,2020
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-20,Murder,Solved,Waltham Forest,Asian,Aug,2020
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-20,Murder,Solved,Waltham Forest,Black,Oct,2020
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,Aug-20,Murder,Unsolved,Ealing,Black,Aug,2020
1,45 to 54,Male,Other Methods Of Killing,Not Domestic Abuse,Sep-20,Murder,Solved,Barking & Dagenham,White,Sep,2020
1,25 to 34,Male,Shooting,Not Domestic Abuse,Mar-20,Murder,Solved,Enfield,Black,Mar,2020
1,55 to 64,Female,Blunt Implement,Domestic Abuse,Apr-20,Murder,Solved,Enfield,Black,Apr,2020
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-20,Murder,Solved,Enfield,White,Jul,2020
1,25 to 34,Male,Shooting,Not Domestic Abuse,Jul-20,Murder,Solved,Enfield,Black,Jul,2020
1,35 to 44 ,Female,Knife or Sharp Implement,Not Domestic Abuse,Aug-20,Murder,Solved,Enfield,Black,Aug,2020
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-20,Murder,Solved,Enfield,Asian,Sep,2020
1,35 to 44 ,Male,Knife or Sharp Implement,Domestic Abuse,Nov-20,Murder,Solved,Enfield,Black,Nov,2020
1,13 to 19,Male,Blunt Implement,Not Domestic Abuse,Mar-20,Murder,Solved,Newham,Asian,Mar,2020
1,35 to 44 ,Female,Knife or Sharp Implement,Not Domestic Abuse,Mar-20,Murder,Solved,Newham,Asian,Mar,2020
1,35 to 44 ,Female,Blunt Implement,Not Domestic Abuse,Mar-20,Murder,Solved,Newham,Black,Mar,2020
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-20,Murder,Solved,Newham,Black,Apr,2020
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-20,Murder,Solved,Newham,Black,Dec,2020
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-20,Murder,Solved,Newham,Black,Dec,2020
1,45 to 54,Male,Blunt Implement,Not Domestic Abuse,Feb-20,Murder,Solved,Kensington & Chelsea,White,Feb,2020
1,25 to 34,Male,Knife or Sharp Implement,Domestic Abuse,May-20,Murder,Solved,Ealing,Black,May,2020
